"Var1","Freq","predicted_word","score"
"bakk",3,"bakk",3.15601607674589e-07
"bakke",3,"bakke",3.15601607674589e-07
"baku",3,"baku",3.15601607674589e-07
"balderas",3,"balderas",3.15601607674589e-07
"balderdash",3,"balderdash",3.15601607674589e-07
"balducci",3,"balducci",3.15601607674589e-07
"baleby",3,"baleby",3.15601607674589e-07
"balester",3,"balester",3.15601607674589e-07
"baley",3,"baley",3.15601607674589e-07
"balinese",3,"balinese",3.15601607674589e-07
"balkan",3,"balkan",3.15601607674589e-07
"balkans",3,"balkans",3.15601607674589e-07
"ballarotto",3,"ballarotto",3.15601607674589e-07
"ballatore",3,"ballatore",3.15601607674589e-07
"ballfield",3,"ballfield",3.15601607674589e-07
"balli",3,"balli",3.15601607674589e-07
"ballistics",3,"ballistics",3.15601607674589e-07
"ballparks",3,"ballparks",3.15601607674589e-07
"ballplayers",3,"ballplayers",3.15601607674589e-07
"ballys",3,"ballys",3.15601607674589e-07
"balogun",3,"balogun",3.15601607674589e-07
"baltimorean",3,"baltimorean",3.15601607674589e-07
"balttservice",3,"balttservice",3.15601607674589e-07
"balzary",3,"balzary",3.15601607674589e-07
"bamber",3,"bamber",3.15601607674589e-07
"bamford",3,"bamford",3.15601607674589e-07
"bana",3,"bana",3.15601607674589e-07
"bancorpsouth",3,"bancorpsouth",3.15601607674589e-07
"bandaids",3,"bandaids",3.15601607674589e-07
"banding",3,"banding",3.15601607674589e-07
"bandwagoners",3,"bandwagoners",3.15601607674589e-07
"banes",3,"banes",3.15601607674589e-07
"banff",3,"banff",3.15601607674589e-07
"bangor",3,"bangor",3.15601607674589e-07
"banishing",3,"banishing",3.15601607674589e-07
"bankia",3,"bankia",3.15601607674589e-07
"bankshares",3,"bankshares",3.15601607674589e-07
"bankster",3,"bankster",3.15601607674589e-07
"banna",3,"banna",3.15601607674589e-07
"banquets",3,"banquets",3.15601607674589e-07
"banshees",3,"banshees",3.15601607674589e-07
"baptists",3,"baptists",3.15601607674589e-07
"barajas",3,"barajas",3.15601607674589e-07
"baraka",3,"baraka",3.15601607674589e-07
"baram",3,"baram",3.15601607674589e-07
"baran",3,"baran",3.15601607674589e-07
"barbaro",3,"barbaro",3.15601607674589e-07
"bardem",3,"bardem",3.15601607674589e-07
"bareback",3,"bareback",3.15601607674589e-07
"bares",3,"bares",3.15601607674589e-07
"barga",3,"barga",3.15601607674589e-07
"barilla",3,"barilla",3.15601607674589e-07
"barkat",3,"barkat",3.15601607674589e-07
"barleywine",3,"barleywine",3.15601607674589e-07
"barmes",3,"barmes",3.15601607674589e-07
"barnicle",3,"barnicle",3.15601607674589e-07
"barnsley",3,"barnsley",3.15601607674589e-07
"barnyard",3,"barnyard",3.15601607674589e-07
"barometers",3,"barometers",3.15601607674589e-07
"baroni",3,"baroni",3.15601607674589e-07
"barossa",3,"barossa",3.15601607674589e-07
"barsoom",3,"barsoom",3.15601607674589e-07
"baseboard",3,"baseboard",3.15601607674589e-07
"baseboards",3,"baseboards",3.15601607674589e-07
"basepaths",3,"basepaths",3.15601607674589e-07
"basescu",3,"basescu",3.15601607674589e-07
"basho",3,"basho",3.15601607674589e-07
"bassackwards",3,"bassackwards",3.15601607674589e-07
"basses",3,"basses",3.15601607674589e-07
"bassman",3,"bassman",3.15601607674589e-07
"basso",3,"basso",3.15601607674589e-07
"basterds",3,"basterds",3.15601607674589e-07
"bastiat",3,"bastiat",3.15601607674589e-07
"basting",3,"basting",3.15601607674589e-07
"basu",3,"basu",3.15601607674589e-07
"bate",3,"bate",3.15601607674589e-07
"bathes",3,"bathes",3.15601607674589e-07
"bathtubs",3,"bathtubs",3.15601607674589e-07
"batma",3,"batma",3.15601607674589e-07
"batsman",3,"batsman",3.15601607674589e-07
"battaglia",3,"battaglia",3.15601607674589e-07
"battalions",3,"battalions",3.15601607674589e-07
"battleships",3,"battleships",3.15601607674589e-07
"batu",3,"batu",3.15601607674589e-07
"bau",3,"bau",3.15601607674589e-07
"baudelaire",3,"baudelaire",3.15601607674589e-07
"bauhinia",3,"bauhinia",3.15601607674589e-07
"bawl",3,"bawl",3.15601607674589e-07
"baylis",3,"baylis",3.15601607674589e-07
"bayonet",3,"bayonet",3.15601607674589e-07
"bayonets",3,"bayonets",3.15601607674589e-07
"bayville",3,"bayville",3.15601607674589e-07
"baywatch",3,"baywatch",3.15601607674589e-07
"bazillion",3,"bazillion",3.15601607674589e-07
"bazzell",3,"bazzell",3.15601607674589e-07
"bazzil",3,"bazzil",3.15601607674589e-07
"bbcor",3,"bbcor",3.15601607674589e-07
"bboy",3,"bboy",3.15601607674589e-07
"bcause",3,"bcause",3.15601607674589e-07
"bcb",3,"bcb",3.15601607674589e-07
"bcg",3,"bcg",3.15601607674589e-07
"bcl",3,"bcl",3.15601607674589e-07
"bcome",3,"bcome",3.15601607674589e-07
"bcoz",3,"bcoz",3.15601607674589e-07
"bdays",3,"bdays",3.15601607674589e-07
"bdds",3,"bdds",3.15601607674589e-07
"bdsm",3,"bdsm",3.15601607674589e-07
"beachcomber",3,"beachcomber",3.15601607674589e-07
"beachland",3,"beachland",3.15601607674589e-07
"beaders",3,"beaders",3.15601607674589e-07
"beall",3,"beall",3.15601607674589e-07
"beanbag",3,"beanbag",3.15601607674589e-07
"beanies",3,"beanies",3.15601607674589e-07
"beanstalk",3,"beanstalk",3.15601607674589e-07
"bearden",3,"bearden",3.15601607674589e-07
"beardsley",3,"beardsley",3.15601607674589e-07
"beast",3,"beast",3.15601607674589e-07
"beatbox",3,"beatbox",3.15601607674589e-07
"beatniks",3,"beatniks",3.15601607674589e-07
"beaton",3,"beaton",3.15601607674589e-07
"beauchamp",3,"beauchamp",3.15601607674589e-07
"beaufo",3,"beaufo",3.15601607674589e-07
"beaumarchais",3,"beaumarchais",3.15601607674589e-07
"beaut",3,"beaut",3.15601607674589e-07
"beautification",3,"beautification",3.15601607674589e-07
"beauvois",3,"beauvois",3.15601607674589e-07
"beavan",3,"beavan",3.15601607674589e-07
"becauselet",3,"becauselet",3.15601607674589e-07
"bech",3,"bech",3.15601607674589e-07
"bechamel",3,"bechamel",3.15601607674589e-07
"bechtel",3,"bechtel",3.15601607674589e-07
"beckerman",3,"beckerman",3.15601607674589e-07
"beckys",3,"beckys",3.15601607674589e-07
"bedazzle",3,"bedazzle",3.15601607674589e-07
"bedazzling",3,"bedazzling",3.15601607674589e-07
"bedbug",3,"bedbug",3.15601607674589e-07
"bedclothes",3,"bedclothes",3.15601607674589e-07
"bedd",3,"bedd",3.15601607674589e-07
"bedouin",3,"bedouin",3.15601607674589e-07
"bedsheets",3,"bedsheets",3.15601607674589e-07
"bedspreads",3,"bedspreads",3.15601607674589e-07
"beeb",3,"beeb",3.15601607674589e-07
"beefeater",3,"beefeater",3.15601607674589e-07
"beek",3,"beek",3.15601607674589e-07
"beekeeping",3,"beekeeping",3.15601607674589e-07
"beeper",3,"beeper",3.15601607674589e-07
"beeradvocate",3,"beeradvocate",3.15601607674589e-07
"beesting",3,"beesting",3.15601607674589e-07
"beethovens",3,"beethovens",3.15601607674589e-07
"beetner",3,"beetner",3.15601607674589e-07
"befalls",3,"befalls",3.15601607674589e-07
"befell",3,"befell",3.15601607674589e-07
"befit",3,"befit",3.15601607674589e-07
"befor",3,"befor",3.15601607674589e-07
"begala",3,"begala",3.15601607674589e-07
"beginningwhen",3,"beginningwhen",3.15601607674589e-07
"beguiled",3,"beguiled",3.15601607674589e-07
"behar",3,"behar",3.15601607674589e-07
"behe",3,"behe",3.15601607674589e-07
"behes",3,"behes",3.15601607674589e-07
"behing",3,"behing",3.15601607674589e-07
"behn",3,"behn",3.15601607674589e-07
"behoove",3,"behoove",3.15601607674589e-07
"behooves",3,"behooves",3.15601607674589e-07
"beien",3,"beien",3.15601607674589e-07
"beinq",3,"beinq",3.15601607674589e-07
"bejarano",3,"bejarano",3.15601607674589e-07
"bejeweled",3,"bejeweled",3.15601607674589e-07
"bekele",3,"bekele",3.15601607674589e-07
"belgo",3,"belgo",3.15601607674589e-07
"believehe",3,"believehe",3.15601607674589e-07
"believi",3,"believi",3.15601607674589e-07
"belisle",3,"belisle",3.15601607674589e-07
"belittled",3,"belittled",3.15601607674589e-07
"belk",3,"belk",3.15601607674589e-07
"belkin",3,"belkin",3.15601607674589e-07
"bellflower",3,"bellflower",3.15601607674589e-07
"bellybutton",3,"bellybutton",3.15601607674589e-07
"belushi",3,"belushi",3.15601607674589e-07
"bemoan",3,"bemoan",3.15601607674589e-07
"benchmarking",3,"benchmarking",3.15601607674589e-07
"benckiser",3,"benckiser",3.15601607674589e-07
"bended",3,"bended",3.15601607674589e-07
"benders",3,"benders",3.15601607674589e-07
"benghazi",3,"benghazi",3.15601607674589e-07
"benicia",3,"benicia",3.15601607674589e-07
"benifit",3,"benifit",3.15601607674589e-07
"benker",3,"benker",3.15601607674589e-07
"benni",3,"benni",3.15601607674589e-07
"benso",3,"benso",3.15601607674589e-07
"bensonhurst",3,"bensonhurst",3.15601607674589e-07
"benue",3,"benue",3.15601607674589e-07
"beone",3,"beone",3.15601607674589e-07
"beppo",3,"beppo",3.15601607674589e-07
"bequeathed",3,"bequeathed",3.15601607674589e-07
"berates",3,"berates",3.15601607674589e-07
"bereaved",3,"bereaved",3.15601607674589e-07
"berge",3,"berge",3.15601607674589e-07
"berghouse",3,"berghouse",3.15601607674589e-07
"bergs",3,"bergs",3.15601607674589e-07
"bergson",3,"bergson",3.15601607674589e-07
"berkowitz",3,"berkowitz",3.15601607674589e-07
"berks",3,"berks",3.15601607674589e-07
"berli",3,"berli",3.15601607674589e-07
"berms",3,"berms",3.15601607674589e-07
"bernalillo",3,"bernalillo",3.15601607674589e-07
"bernardez",3,"bernardez",3.15601607674589e-07
"bernhard",3,"bernhard",3.15601607674589e-07
"bernhardt",3,"bernhardt",3.15601607674589e-07
"berrien",3,"berrien",3.15601607674589e-07
"berrios",3,"berrios",3.15601607674589e-07
"beseda",3,"beseda",3.15601607674589e-07
"besiktas",3,"besiktas",3.15601607674589e-07
"besler",3,"besler",3.15601607674589e-07
"besse",3,"besse",3.15601607674589e-07
"besser",3,"besser",3.15601607674589e-07
"besson",3,"besson",3.15601607674589e-07
"betel",3,"betel",3.15601607674589e-07
"betemit",3,"betemit",3.15601607674589e-07
"betfred",3,"betfred",3.15601607674589e-07
"bethea",3,"bethea",3.15601607674589e-07
"beths",3,"beths",3.15601607674589e-07
"bettendorf",3,"bettendorf",3.15601607674589e-07
"bettering",3,"bettering",3.15601607674589e-07
"betti",3,"betti",3.15601607674589e-07
"betweens",3,"betweens",3.15601607674589e-07
"beulah",3,"beulah",3.15601607674589e-07
"bevel",3,"bevel",3.15601607674589e-07
"beveridge",3,"beveridge",3.15601607674589e-07
"bewigged",3,"bewigged",3.15601607674589e-07
"bewilderment",3,"bewilderment",3.15601607674589e-07
"bewitching",3,"bewitching",3.15601607674589e-07
"bezel",3,"bezel",3.15601607674589e-07
"bgt",3,"bgt",3.15601607674589e-07
"bhahaha",3,"bhahaha",3.15601607674589e-07
"bhatt",3,"bhatt",3.15601607674589e-07
"bhumika",3,"bhumika",3.15601607674589e-07
"bia",3,"bia",3.15601607674589e-07
"biafra",3,"biafra",3.15601607674589e-07
"bianculli",3,"bianculli",3.15601607674589e-07
"biawogi",3,"biawogi",3.15601607674589e-07
"biblically",3,"biblically",3.15601607674589e-07
"bickham",3,"bickham",3.15601607674589e-07
"bidens",3,"bidens",3.15601607674589e-07
"bidu",3,"bidu",3.15601607674589e-07
"biebel",3,"biebel",3.15601607674589e-07
"bieksa",3,"bieksa",3.15601607674589e-07
"biel",3,"biel",3.15601607674589e-07
"bienville",3,"bienville",3.15601607674589e-07
"biere",3,"biere",3.15601607674589e-07
"bieter",3,"bieter",3.15601607674589e-07
"biever",3,"biever",3.15601607674589e-07
"bif",3,"bif",3.15601607674589e-07
"bifida",3,"bifida",3.15601607674589e-07
"bifr",3,"bifr",3.15601607674589e-07
"bigbang",3,"bigbang",3.15601607674589e-07
"bigby",3,"bigby",3.15601607674589e-07
"biggins",3,"biggins",3.15601607674589e-07
"biggish",3,"biggish",3.15601607674589e-07
"bigz",3,"bigz",3.15601607674589e-07
"biherism",3,"biherism",3.15601607674589e-07
"bihparents",3,"bihparents",3.15601607674589e-07
"bihrates",3,"bihrates",3.15601607674589e-07
"bilal",3,"bilal",3.15601607674589e-07
"bili",3,"bili",3.15601607674589e-07
"billionth",3,"billionth",3.15601607674589e-07
"billows",3,"billows",3.15601607674589e-07
"billson",3,"billson",3.15601607674589e-07
"bilson",3,"bilson",3.15601607674589e-07
"bimini",3,"bimini",3.15601607674589e-07
"binks",3,"binks",3.15601607674589e-07
"binky",3,"binky",3.15601607674589e-07
"binocular",3,"binocular",3.15601607674589e-07
"biogas",3,"biogas",3.15601607674589e-07
"biologically",3,"biologically",3.15601607674589e-07
"biosecurity",3,"biosecurity",3.15601607674589e-07
"bioswales",3,"bioswales",3.15601607674589e-07
"bipaisanship",3,"bipaisanship",3.15601607674589e-07
"bipedal",3,"bipedal",3.15601607674589e-07
"birder",3,"birder",3.15601607674589e-07
"birfday",3,"birfday",3.15601607674589e-07
"birgeneau",3,"birgeneau",3.15601607674589e-07
"birgit",3,"birgit",3.15601607674589e-07
"birgitta",3,"birgitta",3.15601607674589e-07
"birkenstock",3,"birkenstock",3.15601607674589e-07
"birkenstocks",3,"birkenstocks",3.15601607674589e-07
"bisacodyl",3,"bisacodyl",3.15601607674589e-07
"biscoff",3,"biscoff",3.15601607674589e-07
"biscuity",3,"biscuity",3.15601607674589e-07
"bisexuals",3,"bisexuals",3.15601607674589e-07
"bismol",3,"bismol",3.15601607674589e-07
"bisquick",3,"bisquick",3.15601607674589e-07
"bitar",3,"bitar",3.15601607674589e-07
"bitchs",3,"bitchs",3.15601607674589e-07
"bitterblue",3,"bitterblue",3.15601607674589e-07
"bittov",3,"bittov",3.15601607674589e-07
"bitzer",3,"bitzer",3.15601607674589e-07
"bixby",3,"bixby",3.15601607674589e-07
"bizet",3,"bizet",3.15601607674589e-07
"bizkit",3,"bizkit",3.15601607674589e-07
"bizness",3,"bizness",3.15601607674589e-07
"bizzle",3,"bizzle",3.15601607674589e-07
"bjc",3,"bjc",3.15601607674589e-07
"bjorn",3,"bjorn",3.15601607674589e-07
"bjrn",3,"bjrn",3.15601607674589e-07
"bklyn",3,"bklyn",3.15601607674589e-07
"blab",3,"blab",3.15601607674589e-07
"blacklisted",3,"blacklisted",3.15601607674589e-07
"blacksburg",3,"blacksburg",3.15601607674589e-07
"blacksmiths",3,"blacksmiths",3.15601607674589e-07
"blackstar",3,"blackstar",3.15601607674589e-07
"blahniks",3,"blahniks",3.15601607674589e-07
"blahs",3,"blahs",3.15601607674589e-07
"blakemore",3,"blakemore",3.15601607674589e-07
"blakes",3,"blakes",3.15601607674589e-07
"blandine",3,"blandine",3.15601607674589e-07
"blankenship",3,"blankenship",3.15601607674589e-07
"blankfein",3,"blankfein",3.15601607674589e-07
"blared",3,"blared",3.15601607674589e-07
"blavatski",3,"blavatski",3.15601607674589e-07
"blawg",3,"blawg",3.15601607674589e-07
"blazin",3,"blazin",3.15601607674589e-07
"blazon",3,"blazon",3.15601607674589e-07
"bleacherrepo",3,"bleacherrepo",3.15601607674589e-07
"bleated",3,"bleated",3.15601607674589e-07
"blennerhassett",3,"blennerhassett",3.15601607674589e-07
"blest",3,"blest",3.15601607674589e-07
"blick",3,"blick",3.15601607674589e-07
"blimey",3,"blimey",3.15601607674589e-07
"blingi",3,"blingi",3.15601607674589e-07
"blinkers",3,"blinkers",3.15601607674589e-07
"blintzes",3,"blintzes",3.15601607674589e-07
"blistered",3,"blistered",3.15601607674589e-07
"blithering",3,"blithering",3.15601607674589e-07
"blitzes",3,"blitzes",3.15601607674589e-07
"blo",3,"blo",3.15601607674589e-07
"bloat",3,"bloat",3.15601607674589e-07
"bloating",3,"bloating",3.15601607674589e-07
"blockages",3,"blockages",3.15601607674589e-07
"blodgett",3,"blodgett",3.15601607674589e-07
"blogg",3,"blogg",3.15601607674589e-07
"blohm",3,"blohm",3.15601607674589e-07
"blonder",3,"blonder",3.15601607674589e-07
"bloodhound",3,"bloodhound",3.15601607674589e-07
"bloodies",3,"bloodies",3.15601607674589e-07
"bloodless",3,"bloodless",3.15601607674589e-07
"bloodwork",3,"bloodwork",3.15601607674589e-07
"bloombergs",3,"bloombergs",3.15601607674589e-07
"bloomsday",3,"bloomsday",3.15601607674589e-07
"blooper",3,"blooper",3.15601607674589e-07
"bloor",3,"bloor",3.15601607674589e-07
"blotter",3,"blotter",3.15601607674589e-07
"blowingly",3,"blowingly",3.15601607674589e-07
"blowouts",3,"blowouts",3.15601607674589e-07
"blowup",3,"blowup",3.15601607674589e-07
"bludgeon",3,"bludgeon",3.15601607674589e-07
"bluegill",3,"bluegill",3.15601607674589e-07
"bluest",3,"bluest",3.15601607674589e-07
"bluewater",3,"bluewater",3.15601607674589e-07
"bluey",3,"bluey",3.15601607674589e-07
"blumenberg",3,"blumenberg",3.15601607674589e-07
"blumer",3,"blumer",3.15601607674589e-07
"blunders",3,"blunders",3.15601607674589e-07
"blurs",3,"blurs",3.15601607674589e-07
"blus",3,"blus",3.15601607674589e-07
"blushers",3,"blushers",3.15601607674589e-07
"blustering",3,"blustering",3.15601607674589e-07
"blutbad",3,"blutbad",3.15601607674589e-07
"bly",3,"bly",3.15601607674589e-07
"bma",3,"bma",3.15601607674589e-07
"bmc",3,"bmc",3.15601607674589e-07
"bmf",3,"bmf",3.15601607674589e-07
"bmth",3,"bmth",3.15601607674589e-07
"bmv",3,"bmv",3.15601607674589e-07
"bni",3,"bni",3.15601607674589e-07
"boardgame",3,"boardgame",3.15601607674589e-07
"boatloads",3,"boatloads",3.15601607674589e-07
"bobbyjo",3,"bobbyjo",3.15601607674589e-07
"bobbys",3,"bobbys",3.15601607674589e-07
"bobnoxious",3,"bobnoxious",3.15601607674589e-07
"bobos",3,"bobos",3.15601607674589e-07
"bocelli",3,"bocelli",3.15601607674589e-07
"bodegas",3,"bodegas",3.15601607674589e-07
"bodine",3,"bodine",3.15601607674589e-07
"bods",3,"bods",3.15601607674589e-07
"bodywork",3,"bodywork",3.15601607674589e-07
"boedker",3,"boedker",3.15601607674589e-07
"boerse",3,"boerse",3.15601607674589e-07
"boesch",3,"boesch",3.15601607674589e-07
"boevingloh",3,"boevingloh",3.15601607674589e-07
"boggle",3,"boggle",3.15601607674589e-07
"bogota",3,"bogota",3.15601607674589e-07
"bohemia",3,"bohemia",3.15601607674589e-07
"bohn",3,"bohn",3.15601607674589e-07
"bohrer",3,"bohrer",3.15601607674589e-07
"boies",3,"boies",3.15601607674589e-07
"boilers",3,"boilers",3.15601607674589e-07
"boingo",3,"boingo",3.15601607674589e-07
"bola",3,"bola",3.15601607674589e-07
"bolao",3,"bolao",3.15601607674589e-07
"boldin",3,"boldin",3.15601607674589e-07
"bolduc",3,"bolduc",3.15601607674589e-07
"boleh",3,"boleh",3.15601607674589e-07
"boles",3,"boles",3.15601607674589e-07
"bolger",3,"bolger",3.15601607674589e-07
"bolling",3,"bolling",3.15601607674589e-07
"bollito",3,"bollito",3.15601607674589e-07
"bollwage",3,"bollwage",3.15601607674589e-07
"bolsters",3,"bolsters",3.15601607674589e-07
"bom",3,"bom",3.15601607674589e-07
"boma",3,"boma",3.15601607674589e-07
"bombard",3,"bombard",3.15601607674589e-07
"bombshells",3,"bombshells",3.15601607674589e-07
"bonafide",3,"bonafide",3.15601607674589e-07
"bonehead",3,"bonehead",3.15601607674589e-07
"boneville",3,"boneville",3.15601607674589e-07
"bonhoff",3,"bonhoff",3.15601607674589e-07
"boniface",3,"boniface",3.15601607674589e-07
"bonn",3,"bonn",3.15601607674589e-07
"bonnell",3,"bonnell",3.15601607674589e-07
"bonney",3,"bonney",3.15601607674589e-07
"bonnies",3,"bonnies",3.15601607674589e-07
"bonny",3,"bonny",3.15601607674589e-07
"bonz",3,"bonz",3.15601607674589e-07
"boof",3,"boof",3.15601607674589e-07
"bookers",3,"bookers",3.15601607674589e-07
"bookmarking",3,"bookmarking",3.15601607674589e-07
"bookscan",3,"bookscan",3.15601607674589e-07
"booksma",3,"booksma",3.15601607674589e-07
"booktalk",3,"booktalk",3.15601607674589e-07
"bookworms",3,"bookworms",3.15601607674589e-07
"boonen",3,"boonen",3.15601607674589e-07
"booting",3,"booting",3.15601607674589e-07
"bootstraps",3,"bootstraps",3.15601607674589e-07
"boozing",3,"boozing",3.15601607674589e-07
"bor",3,"bor",3.15601607674589e-07
"boracay",3,"boracay",3.15601607674589e-07
"bord",3,"bord",3.15601607674589e-07
"bordentown",3,"bordentown",3.15601607674589e-07
"borderlands",3,"borderlands",3.15601607674589e-07
"borer",3,"borer",3.15601607674589e-07
"borns",3,"borns",3.15601607674589e-07
"borromeo",3,"borromeo",3.15601607674589e-07
"boscia",3,"boscia",3.15601607674589e-07
"bosma",3,"bosma",3.15601607674589e-07
"bossa",3,"bossa",3.15601607674589e-07
"bossypants",3,"bossypants",3.15601607674589e-07
"bostonians",3,"bostonians",3.15601607674589e-07
"bosu",3,"bosu",3.15601607674589e-07
"botticelli",3,"botticelli",3.15601607674589e-07
"bou",3,"bou",3.15601607674589e-07
"boudreausar",3,"boudreausar",3.15601607674589e-07
"bouillabaisse",3,"bouillabaisse",3.15601607674589e-07
"boujema",3,"boujema",3.15601607674589e-07
"bouldin",3,"bouldin",3.15601607674589e-07
"bovee",3,"bovee",3.15601607674589e-07
"bowker",3,"bowker",3.15601607674589e-07
"bowlen",3,"bowlen",3.15601607674589e-07
"bowleys",3,"bowleys",3.15601607674589e-07
"bowlin",3,"bowlin",3.15601607674589e-07
"boxwire",3,"boxwire",3.15601607674589e-07
"boyces",3,"boyces",3.15601607674589e-07
"boyy",3,"boyy",3.15601607674589e-07
"bozah",3,"bozah",3.15601607674589e-07
"bozek",3,"bozek",3.15601607674589e-07
"bozos",3,"bozos",3.15601607674589e-07
"brackensick",3,"brackensick",3.15601607674589e-07
"braddock",3,"braddock",3.15601607674589e-07
"bradys",3,"bradys",3.15601607674589e-07
"brainerd",3,"brainerd",3.15601607674589e-07
"brainers",3,"brainers",3.15601607674589e-07
"brainless",3,"brainless",3.15601607674589e-07
"brainstormed",3,"brainstormed",3.15601607674589e-07
"brainstorms",3,"brainstorms",3.15601607674589e-07
"braked",3,"braked",3.15601607674589e-07
"braless",3,"braless",3.15601607674589e-07
"bramlett",3,"bramlett",3.15601607674589e-07
"brampton",3,"brampton",3.15601607674589e-07
"brandeis",3,"brandeis",3.15601607674589e-07
"branso",3,"branso",3.15601607674589e-07
"brant",3,"brant",3.15601607674589e-07
"branyan",3,"branyan",3.15601607674589e-07
"brassy",3,"brassy",3.15601607674589e-07
"bratenahl",3,"bratenahl",3.15601607674589e-07
"bratislava",3,"bratislava",3.15601607674589e-07
"braunfels",3,"braunfels",3.15601607674589e-07
"brauny",3,"brauny",3.15601607674589e-07
"bravehea",3,"bravehea",3.15601607674589e-07
"brawls",3,"brawls",3.15601607674589e-07
"brawn",3,"brawn",3.15601607674589e-07
"brd",3,"brd",3.15601607674589e-07
"breadcrumb",3,"breadcrumb",3.15601607674589e-07
"breakouts",3,"breakouts",3.15601607674589e-07
"breakwaters",3,"breakwaters",3.15601607674589e-07
"breathalyzer",3,"breathalyzer",3.15601607674589e-07
"breathers",3,"breathers",3.15601607674589e-07
"brebeuf",3,"brebeuf",3.15601607674589e-07
"breese",3,"breese",3.15601607674589e-07
"breezily",3,"breezily",3.15601607674589e-07
"bregman",3,"bregman",3.15601607674589e-07
"bremen",3,"bremen",3.15601607674589e-07
"bremner",3,"bremner",3.15601607674589e-07
"brenden",3,"brenden",3.15601607674589e-07
"brene",3,"brene",3.15601607674589e-07
"brengle",3,"brengle",3.15601607674589e-07
"brenton",3,"brenton",3.15601607674589e-07
"bresnahan",3,"bresnahan",3.15601607674589e-07
"bressler",3,"bressler",3.15601607674589e-07
"bresson",3,"bresson",3.15601607674589e-07
"breuer",3,"breuer",3.15601607674589e-07
"brewington",3,"brewington",3.15601607674589e-07
"brewmasters",3,"brewmasters",3.15601607674589e-07
"breyer",3,"breyer",3.15601607674589e-07
"brgy",3,"brgy",3.15601607674589e-07
"bria",3,"bria",3.15601607674589e-07
"brians",3,"brians",3.15601607674589e-07
"bricked",3,"bricked",3.15601607674589e-07
"brickell",3,"brickell",3.15601607674589e-07
"brickyard",3,"brickyard",3.15601607674589e-07
"bridegroom",3,"bridegroom",3.15601607674589e-07
"bridgetown",3,"bridgetown",3.15601607674589e-07
"briefest",3,"briefest",3.15601607674589e-07
"brigadier",3,"brigadier",3.15601607674589e-07
"brigid",3,"brigid",3.15601607674589e-07
"brigitte",3,"brigitte",3.15601607674589e-07
"briles",3,"briles",3.15601607674589e-07
"brillo",3,"brillo",3.15601607674589e-07
"brimage",3,"brimage",3.15601607674589e-07
"brindisi",3,"brindisi",3.15601607674589e-07
"brinsley",3,"brinsley",3.15601607674589e-07
"briscoe",3,"briscoe",3.15601607674589e-07
"bristle",3,"bristle",3.15601607674589e-07
"bristled",3,"bristled",3.15601607674589e-07
"bristles",3,"bristles",3.15601607674589e-07
"bristow",3,"bristow",3.15601607674589e-07
"brittani",3,"brittani",3.15601607674589e-07
"brittingham",3,"brittingham",3.15601607674589e-07
"broached",3,"broached",3.15601607674589e-07
"broadens",3,"broadens",3.15601607674589e-07
"broadhurst",3,"broadhurst",3.15601607674589e-07
"broadside",3,"broadside",3.15601607674589e-07
"broadwater",3,"broadwater",3.15601607674589e-07
"broc",3,"broc",3.15601607674589e-07
"brocolli",3,"brocolli",3.15601607674589e-07
"brodrick",3,"brodrick",3.15601607674589e-07
"brogue",3,"brogue",3.15601607674589e-07
"brokenheaed",3,"brokenheaed",3.15601607674589e-07
"bromwich",3,"bromwich",3.15601607674589e-07
"bronies",3,"bronies",3.15601607674589e-07
"brontosaurus",3,"brontosaurus",3.15601607674589e-07
"brony",3,"brony",3.15601607674589e-07
"broo",3,"broo",3.15601607674589e-07
"brooder",3,"brooder",3.15601607674589e-07
"brookline",3,"brookline",3.15601607674589e-07
"broomstick",3,"broomstick",3.15601607674589e-07
"brothas",3,"brothas",3.15601607674589e-07
"brownell",3,"brownell",3.15601607674589e-07
"brownish",3,"brownish",3.15601607674589e-07
"brownricefamily",3,"brownricefamily",3.15601607674589e-07
"bruces",3,"bruces",3.15601607674589e-07
"brucker",3,"brucker",3.15601607674589e-07
"bruckheimer",3,"bruckheimer",3.15601607674589e-07
"bruery",3,"bruery",3.15601607674589e-07
"bruges",3,"bruges",3.15601607674589e-07
"brule",3,"brule",3.15601607674589e-07
"brumfield",3,"brumfield",3.15601607674589e-07
"brunches",3,"brunches",3.15601607674589e-07
"brust",3,"brust",3.15601607674589e-07
"brutes",3,"brutes",3.15601607674589e-07
"brutish",3,"brutish",3.15601607674589e-07
"brutus",3,"brutus",3.15601607674589e-07
"bsc",3,"bsc",3.15601607674589e-07
"bside",3,"bside",3.15601607674589e-07
"bsn",3,"bsn",3.15601607674589e-07
"bts",3,"bts",3.15601607674589e-07
"btween",3,"btween",3.15601607674589e-07
"bubbie",3,"bubbie",3.15601607674589e-07
"bubonic",3,"bubonic",3.15601607674589e-07
"buc",3,"buc",3.15601607674589e-07
"bucca",3,"bucca",3.15601607674589e-07
"buccaneer",3,"buccaneer",3.15601607674589e-07
"buchan",3,"buchan",3.15601607674589e-07
"buchana",3,"buchana",3.15601607674589e-07
"buckaroos",3,"buckaroos",3.15601607674589e-07
"buckelew",3,"buckelew",3.15601607674589e-07
"bucketful",3,"bucketful",3.15601607674589e-07
"buckinghamshire",3,"buckinghamshire",3.15601607674589e-07
"budden",3,"budden",3.15601607674589e-07
